# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 20 06:02:50 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,Radial Velocity,4.08700000,,14.300,146.20180,,,6165.00,1.22,1.14,08h51m19.03s,132.8293081,+11d40m15.70s,11.6710271,830.8220000
NGTS-1 b,NGTS-1,1,Transit,2.64729800,0.032600,14.908,258.07796,65.30,790,3916.00,0.57,0.62,05h30m51.41s,82.7142134,-36d37m51.53s,-36.6309812,218.1210000
NGTS-10 b,NGTS-10,1,Transit,0.76689440,0.014300,13.507,687.14846,,1332,4600.00,0.70,0.70,06h07m29.35s,91.8722801,-25d35m41.63s,-25.5948963,324.6986504
NGTS-11 b,NGTS-11,1,Transit,35.45533000,0.201000,9.158,109.33352,33.16,435,5050.00,0.83,0.86,01h34m05.15s,23.5214497,-14d25m08.94s,-14.4191493,190.4220000
NGTS-12 b,NGTS-12,1,Transit,7.53280600,0.075700,11.747,66.10864,416.00,1257,5690.00,1.59,1.02,11h44m59.99s,176.2499418,-35d38m26.03s,-35.6405630,446.4420000
NGTS-13 b,NGTS-13,1,Transit,4.11902700,0.054900,12.801,1538.29720,1096.00,1605,5819.00,1.79,1.30,11h44m57.66s,176.2402326,-38d08m22.98s,-38.1397158,647.5950000
NGTS-14 A b,NGTS-14 A,2,Transit,3.53571730,0.040300,4.977,29.24036,,1143,5187.00,0.84,0.90,21h54m04.20s,328.5174799,-38d22m38.71s,-38.3774193,322.1480000
NGTS-15 b,NGTS-15,1,Transit,3.27623000,0.044100,12.330,238.68913,425.00,1146,5600.00,0.95,0.99,04h53m25.27s,73.3553101,-32d48m01.25s,-32.8003484,786.4850000
NGTS-16 b,NGTS-16,1,Transit,4.84532000,0.052300,14.572,211.99155,480.00,1177,5550.00,1.21,1.00,03h53m03.34s,58.2639299,-30d48m16.71s,-30.8046405,898.1680000
NGTS-17 b,NGTS-17,1,Transit,3.24253000,0.039100,13.899,242.82090,1160.00,1457,5650.00,1.34,1.02,04h51m36.14s,72.9005729,-34d13m34.37s,-34.2262128,1040.2800000
NGTS-18 b,NGTS-18,1,Transit,3.05125000,0.044800,13.563,129.99182,845.00,1381,5610.00,1.39,1.00,12h02m11.09s,180.5462193,-35d32m54.99s,-35.5486091,1096.1900000
NGTS-2 b,NGTS-2,1,Transit,4.51116400,0.063000,17.878,235.19420,,1468,6478.00,1.70,1.64,14h20m29.46s,215.1227617,-31d12m07.45s,-31.2020698,356.3910000
NGTS-3 A b,NGTS-3 A,2,Transit,1.67537280,0.023000,16.589,756.43540,,,5600.00,0.93,1.02,06h17m46.74s,94.4447595,-35d42m22.91s,-35.7063640,743.9720000
NGTS-4 b,NGTS-4,1,Transit,1.33735080,0.019000,3.180,20.60000,,1650,5143.00,0.84,0.75,05h58m23.73s,89.5988945,-30d48m42.48s,-30.8117992,280.5550000
NGTS-5 b,NGTS-5,1,Transit,3.35698660,0.038200,12.733,72.78307,,952,4987.00,0.74,0.66,14h44m13.98s,221.0582692,+05d36m19.34s,5.6053735,306.7790000
NGTS-6 b,NGTS-6,1,Transit,0.88205900,0.016770,14.863,425.57437,,1284,4730.00,0.75,0.77,05h03m10.89s,75.7953820,-30d23m58.06s,-30.3994612,308.2620000
NGTS-8 b,NGTS-8,1,Transit,2.49970000,0.035000,12.218,295.58190,503.00,1345,5241.00,0.98,0.89,21h55m54.22s,328.9759206,-14d04m06.38s,-14.0684399,428.9760000
NGTS-9 b,NGTS-9,1,Transit,4.43527000,0.058000,11.994,921.70700,729.00,1448,6330.00,1.38,1.34,09h27m40.95s,141.9206435,-19d20m51.53s,-19.3476477,609.1280000
NN Ser c,NN Ser,2,Eclipse Timing Variations,5573.55000000,5.350000,12.600,2329.60000,,,57000.00,,0.54,15h52m56.09s,238.2337015,+12d54m43.51s,12.9120871,515.8180000
NN Ser d,NN Ser,2,Eclipse Timing Variations,2883.50000000,3.430000,13.300,731.00000,,,57000.00,,0.54,15h52m56.09s,238.2337015,+12d54m43.51s,12.9120871,515.8180000
NSVS 14256825 b,NSVS 14256825,2,Eclipse Timing Variations,3225.00000000,3.120000,12.300,4497.29450,,,40000.00,0.19,0.42,20h20m00.47s,305.0019460,+04d37m56.54s,4.6323715,820.8770000
NY Vir b,NY Vir,2,Eclipse Timing Variations,3160.00000000,3.300000,13.300,730.97800,,,32780.00,0.15,0.46,13h38m48.14s,204.7005847,-02d01m49.39s,-2.0303873,544.0240000
NY Vir c,NY Vir,2,Eclipse Timing Variations,8799.00000000,,12.800,1760.77820,,,32780.00,0.15,0.46,13h38m48.14s,204.7005847,-02d01m49.39s,-2.0303873,544.0240000
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,Microlensing,,4.300000,13.200,830.00000,,,,,0.63,18h05m16.35s,271.3181250,-28d53m42.0s,-28.8950000,5800.0000000
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,Microlensing,,3.600000,13.000,1200.00000,,55,,,0.46,17h50m09.77s,267.5407080,-34d40m23.5s,-34.6731944,3200.0000000
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,Microlensing,,3.500000,3.840,14.10000,,,,,0.69,18h06m05.32s,271.5221670,-30d43m57.5s,-30.7326389,4100.0000000
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,Microlensing,3285.00000000,2.600000,2.210,5.50000,,50,,,0.22,17h54m19.2s,268.5799580,-30d22m38s,-30.3773056,6600.0000000
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,Microlensing,1788.50000000,2.300000,14.000,231.00000,,82,,,0.51,17h52m34.51s,268.1437920,-30d05m16.0s,-30.0877778,1510.0000000
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,Microlensing,4927.50000000,4.500000,11.100,86.00000,,59,,,0.51,17h52m34.51s,268.1437920,-30d05m16.0s,-30.0877778,1510.0000000
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,Microlensing,2557.00000000,2.590000,10.700,80.00000,,,,,0.41,18h05m24.43s,271.3518070,-26d25m19.0s,-26.4219437,2760.0000000
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,Microlensing,,2.800000,4.720,20.00000,,,,,0.64,17h56m25.96s,269.1081670,-32d14m14.7s,-32.2374167,5900.0000000
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2,Microlensing,,15.000000,8.740,57.00000,,,,,0.71,17h47m29.42s,267.5407080,-34d43m35.6s,-34.6731944,8100.0000000
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,Microlensing,,1.700000,12.900,1500.00000,,,,,0.37,17h59m08.81s,269.7867080,-30d45m34.1s,-30.7594722,6800.0000000
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,Microlensing,,8.000000,9.010,60.00000,,,,,0.41,17h57m15.78s,269.3157350,-28d14m01.9s,-28.2338619,6100.0000000
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,Microlensing,,2.720000,14.200,170.00000,,,,,0.26,17h38m14.18s,264.5590830,-27d08m10.1s,-27.1361389,2570.0000000
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,Microlensing,,1.890000,13.900,280.00000,,,,,0.21,17h57m47.72s,269.4488330,-27d23m40.3s,-27.3945278,4380.0000000
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,Microlensing,,4.000000,7.720,46.10000,,,,,1.06,17h34m18.70s,263.5779170,-27d08m33.9s,-27.1427500,4019.0000000
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,Microlensing,,4.800000,13.900,270.00000,,,,,1.06,17h34m18.70s,263.5779170,-27d08m33.9s,-27.1427500,4019.0000000
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,Microlensing,,0.870000,13.400,588.00000,,,,,0.02,17h42m46.77s,265.6948750,-24d15m39.6s,-24.2610000,1760.0000000
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,Microlensing,,3.450000,13.200,868.00000,,,,,0.44,17h53m18.17s,268.3257080,-30d28m16.2s,-30.4711667,4970.0000000
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,Microlensing,,0.740000,13.600,120.00000,,,,,0.34,18h05m57.72s,271.4905000,-27d42m43.2s,-27.7120000,1300.0000000
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,Microlensing,,1.600000,14.300,150.00000,,,,,0.29,17h55m52.39s,268.9682920,-29d49m6.7s,-29.8185278,6700.0000000
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,Microlensing,,4.430000,8.390,53.10000,,,,,0.40,18h12m00.74s,273.0030830,-25d42m41.80s,-25.7116111,6320.0000000
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,Microlensing,,2.600000,6.560,35.00000,,,,,0.57,18h08m04.62s,272.0192570,-29d43m53.7s,-29.7315826,2600.0000000
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,Microlensing,,0.800000,12.300,4100.00000,,,,,0.10,17h52m07.08s,268.0295000,-31d41m26.1s,-31.6905833,3040.0000000
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,Microlensing,,3.600000,11.600,92.00000,,,,,0.54,17h59m03.51s,269.7646180,-28d25m15.7s,-28.4210281,3900.0000000
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,2,Microlensing,,0.702000,1.160,1.66000,,,,,0.11,17h52m07.49s,268.0312080,-29d50m46.0s,-29.8461111,911.0000000
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,Microlensing,,0.390000,12.500,3020.00000,,,,,0.29,17h55m31.98s,268.8832500,-29d15m13.8s,-29.2538333,3220.0000000
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,Microlensing,,2.600000,14.100,200.00000,,,,,0.46,17h52m30.37s,268.1265560,-30d17m33.7s,-30.2926941,6300.0000000
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,Microlensing,,1.800000,13.200,860.00000,,,,,0.33,17h53m38.28s,268.4094850,-28d53m42.98s,-28.8952713,6900.0000000
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,Microlensing,,3.110000,14.200,160.00000,,,,,0.71,18h02m29.21s,270.6217080,-28d23m46.5s,-28.3962500,4100.0000000
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,Microlensing,,4.400000,13.100,982.00000,,,,,0.62,17h52m24.50s,268.1020810,-30d32m54.20s,-30.5483894,2220.0000000
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,Microlensing,,1.500000,8.590,55.30000,,,,,0.40,17h55m00.57s,268.7523800,-31d28m08.6s,-31.4690552,6400.0000000
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,Microlensing,,1.700000,11.000,83.70000,,,,,0.40,17h55m00.57s,268.7523800,-31d28m08.6s,-31.4690552,6400.0000000
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,Microlensing,,1.750000,14.200,180.00000,,,,,0.51,17h57m38.16s,269.4089970,-28d57m47.37s,-28.9631577,6860.0000000
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,Microlensing,,0.730000,14.000,230.00000,,,,,0.10,17h58m39.01s,269.6625370,-28d01m54.1s,-28.0316944,8200.0000000
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,Microlensing,,1.600000,13.100,1100.00000,,,,,0.30,18h00m44.24s,270.1843330,-28d39m39.2s,-28.6608889,1200.0000000
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,Microlensing,,2.700000,4.860,21.00000,,,,,0.38,17h55m01.02s,268.7542500,-29d02m49.6s,-29.0471111,3300.0000000
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,Microlensing,,2.070000,13.200,807.00000,,,,,0.34,18h04m49.21s,271.2050417,-32d37m58.90s,-32.6330278,4230.0000000
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,Microlensing,,2.620000,4.420,17.90000,,,,,0.55,17h52m38.11s,268.1587917,-28d33m06.9s,-28.5519167,6700.0000000
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,Microlensing,,0.850000,14.300,138.00000,,,,,0.08,17h55m11.76s,268.7990000,-28d51m45.90s,-28.8627500,7070.0000000
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,Microlensing,,5.400000,13.000,1300.00000,,,,,0.13,17h59m34.9s,269.8954160,-31d49m07.0s,-31.8186111,6500.0000000
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,Microlensing,,6.400000,13.000,1330.00000,,,,,0.72,17h57m02.50s,269.2604060,-28d06m58.2s,-28.1161671,3410.0000000
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,Microlensing,,1.700000,14.300,140.00000,,,,,0.30,18h12m49.08s,273.2045000,-27d00m45.5s,-27.0126389,3730.0000000
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,Microlensing,1224.00000000,2.170000,12.300,4253.00000,,,,,0.88,17h58m52.30s,269.7179260,-27d36m48.8s,-27.6135559,6770.0000000
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,Microlensing,,1.160000,1.110,1.43000,,,,,0.08,17h55m23.5s,268.8479310,-30d12m26.1s,-30.2072506,3910.0000000
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,Microlensing,,3.400000,13.900,250.00000,,,,,0.10,17h42m23.31s,265.5971250,-33d45m35.2s,-33.7597778,
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,Microlensing,,3.913000,1.620,3.26900,,,,,0.40,17h51m52.95s,267.9706120,-29d16m16.9s,-29.2713604,4705.0000000
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,Microlensing,,2.424000,14.000,127.00000,,,,,0.25,17h57m19.06s,269.3294067,-31d57m06.2s,-31.9517231,5915.0000000
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,Microlensing,,3.500000,14.200,130.00000,,,,,0.56,17h55m59.92s,268.9996670,-29d51m47.3s,-29.8631389,5200.0000000
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,Microlensing,,1.800000,2.950,9.00000,,,,,0.20,17h56m11.73s,269.0488890,-30d31m42.1s,-30.5283604,5800.0000000
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,Microlensing,,4.060000,14.200,160.00000,,,,,0.70,17h51m34.00s,267.8916670,-30d56m47.6s,-30.9465556,3950.0000000
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,Microlensing,,3.920000,12.800,1760.00000,,,,,0.55,17h58m08.05s,269.5335420,-27d08m39.20s,-27.1442222,5670.0000000
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,Microlensing,,1.020000,13.500,505.00000,,,,,0.21,17h47m31.93s,266.8830570,-24d31m21.6s,-24.5226669,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,Microlensing,,3.040000,12.400,3585.00000,,,,,0.81,17h56m37.17s,269.1548750,-30d18m41.1s,-30.3114167,3930.0000000
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,Microlensing,,1.180000,1.960,4.50000,,,,,0.23,17h53m07.29s,268.2803650,-30d14m44.6s,-30.2457218,860.0000000
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,Microlensing,,0.590000,14.000,240.00000,,,,,0.04,18h01m16.65s,270.3193660,-28d27m43.1s,-28.4619713,7490.0000000
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,Microlensing,,0.970000,3.810,13.93000,,,,,0.23,17h56m13.33s,269.0555417,-29d11m56.7s,-29.1990833,5650.0000000
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,Microlensing,,0.630000,1.820,3.96000,,,,,0.12,17h55m00.27s,268.7511250,-32d00m59.51s,-32.0165306,7580.0000000
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,Microlensing,5480.00000000,5.000000,12.900,1500.00000,,,5912.00,,1.00,18h08m42.47s,272.1769583,-29d50m08.9s,-29.8358056,3200.0000000
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,Microlensing,,1.800000,13.500,570.00000,,,,,0.18,17h56m03.36s,269.0140000,-29d04m58.4s,-29.0828889,7100.0000000
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,Microlensing,,0.800000,13.200,890.00000,,,,,0.18,17h56m03.36s,269.0140000,-29d04m58.4s,-29.0828889,7100.0000000
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,Microlensing,,4.510000,14.100,210.00000,,,,,1.11,17h58m46.42s,269.6934170,-27d37m04.6s,-27.6179444,2510.0000000
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,Microlensing,,3.300000,14.000,240.00000,,,,,0.43,17h42m11.69s,265.5487080,-26d08m16.4s,-26.1378889,6220.0000000
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,Microlensing,,2.800000,12.900,1400.00000,,,,,0.42,17h59m49.45s,269.9560420,-28d31m43.10s,-28.5286389,7600.0000000
OGLE-TR-10 b,OGLE-TR-10,1,Transit,3.10127800,0.043400,14.011,197.04600,,1702,5950.00,1.17,1.14,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.9700000
OGLE-TR-111 b,OGLE-TR-111,1,Transit,4.01444630,0.047300,11.422,174.79900,,1019,5040.00,0.83,0.82,10h53m17.79s,163.3241150,-61d24m20.51s,-61.4056976,1068.3300000
OGLE-TR-113 b,OGLE-TR-113,1,Transit,1.43247520,0.022890,12.251,400.44900,,1342,4790.00,0.77,0.78,10h52m24.25s,163.1010355,-61d26m48.69s,-61.4468591,566.4590000
OGLE-TR-132 b,OGLE-TR-132,1,Transit,1.68986800,0.030350,13.450,375.02000,,2013,6210.00,1.32,1.30,10h50m34.58s,162.6440933,-61d57m26.09s,-61.9572476,2012.6200000
OGLE-TR-182 b,OGLE-TR-182,1,Transit,3.97910000,0.051000,12.666,320.99500,,1550,5924.00,1.14,1.14,11h09m18.70s,167.3279228,-61d05m42.94s,-61.0952624,2501.7500000
OGLE-TR-211 b,OGLE-TR-211,1,Transit,3.67724000,0.051000,15.244,327.35100,,1686,6325.00,1.64,1.33,10h40m14.36s,160.0598236,-62d27m19.93s,-62.4555353,1515.2600000
OGLE-TR-56 b,OGLE-TR-56,1,Transit,1.21191890,0.023830,15.278,441.77000,,2212,6050.00,1.74,1.17,17h56m35.51s,269.1479583,-29d32m21.2s,-29.5392222,282.8391387
OGLE2-TR-L9 b,OGLE2-TR-L9,1,Transit,2.48553350,0.030800,18.046,1430.17500,,2034,6933.00,1.53,1.52,11h07m55.17s,166.9798793,-61d08m46.50s,-61.1462496,1627.6300000
Oph 11 b,Oph 11,1,Imaging,7300000.00000000,243.000000,12.300,4449.62000,,2175,2375.00,0.23,0.02,16h22m25.19s,245.6049610,-24d05m14.00s,-24.0872219,136.1655920
PDS 70 b,PDS 70,1,Imaging,43500.00000000,20.000000,30.488,953.49000,,1204,3972.00,1.26,0.76,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.0640000
PDS 70 c,PDS 70,1,Imaging,,34.000000,22.866,635.66000,,995,3972.00,1.06,0.76,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.0640000
PH1 b,PH1,4,Transit,138.31700000,0.652000,6.180,169.00000,,481,6407.00,1.73,1.53,19h52m51.62s,298.2150641,+39d57m18.31s,39.9550863,1033.1600000
PH2 b,PH2,1,Transit,282.52550000,0.828000,10.120,25426.40000,1.21,281,5629.00,1.00,0.94,19h19m03.27s,289.7636212,+51d57m45.66s,51.9626830,343.8630000
POTS-1 b,POTS-1,1,Transit,3.16062960,0.037340,10.548,734.16000,,,4400.00,0.59,0.69,13h34m26.09s,203.6087259,-66d34m52.19s,-66.5811639,747.9590000
PSR B0329+54 b,PSR B0329+54,1,Pulsar Timing,10140.00000000,10.260000,1.220,1.97000,,,,,1.44,03h32m59.35s,53.2472749,+54d34m44.99s,54.5791636,504.9331206
PSR B1257+12 b,PSR B1257+12,1,Pulsar Timing,25.26200000,0.190000,0.338,0.02000,,,,,1.40,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600.0000000
PSR B1257+12 c,PSR B1257+12,1,Pulsar Timing,66.54190000,0.360000,1.910,4.30000,,,,,1.40,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600.0000000
PSR B1257+12 d,PSR B1257+12,1,Pulsar Timing,98.21140000,0.460000,1.800,3.90000,,,,,1.40,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600.0000000
PSR B1620-26 b,PSR B1620-26,2,Pulsar Timing,,23.000000,13.300,794.57500,,,,,1.35,16h23m38.22s,245.9092617,-26d31m53.7s,-26.5315944,
PSR J1719-1438 b,PSR J1719-1438,1,Pulsar Timing,0.09070629,0.004400,,382.80000,,,4500.00,0.04,1.40,17h19m10.07s,259.7919708,-14d38m01.0s,-14.6336000,1200.0000000
PSR J2322-2650 b,PSR J2322-2650,1,Pulsar Timing,0.32296400,0.010200,13.900,252.64307,,,,,1.40,23h22m34.64s,350.6443481,-26d50m58.3s,-26.8495331,230.0000000
Pr0201 b,Pr0201,1,Radial Velocity,4.42640000,0.060000,14.200,171.62820,,,6174.00,1.15,1.24,08h41m43.78s,130.4324005,+20d13m36.54s,20.2268164,180.6400000
Pr0211 b,Pr0211,2,Radial Velocity,2.14610000,0.031760,13.400,597.52040,,,5300.00,0.83,0.94,08h42m11.46s,130.5477440,+19d16m37.05s,19.2769570,182.7140000
Pr0211 c,Pr0211,2,Radial Velocity,4850.00000000,5.500000,12.600,2475.89570,,,5300.00,0.83,0.94,08h42m11.46s,130.5477440,+19d16m37.05s,19.2769570,182.7140000
Proxima Cen b,Proxima Cen,3,Radial Velocity,11.18600000,0.048500,1.080,1.27000,0.65,234,3050.00,0.14,0.12,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,1.3011900
Qatar-1 b,Qatar-1,1,Transit,1.42002420,0.023320,12.812,411.27202,,1418,5013.00,0.80,0.84,20h13m31.65s,303.3818697,+65d09m44.39s,65.1623313,185.6150000
Qatar-10 b,Qatar-10,1,Transit,1.64532100,0.028600,17.295,233.92288,,1955,6124.00,1.25,1.16,18h57m46.54s,284.4439052,+69d34m15.01s,69.5708373,559.0680000
Qatar-2 b,Qatar-2,1,Transit,1.33711647,0.021530,14.056,792.63500,,1344,4645.00,0.78,0.74,13h50m37.32s,207.6554928,-06d48m14.66s,-6.8040714,181.3740000
Qatar-3 b,Qatar-3,1,Transit,2.50792040,0.037830,12.285,1369.84730,1330.00,1681,6007.00,1.27,1.15,23h56m36.47s,359.1519716,+36d12m46.64s,36.2129562,735.6010000
Qatar-4 b,Qatar-4,1,Transit,1.80535640,0.028030,12.722,1938.76300,614.00,1385,5215.00,0.85,0.90,00h19m26.23s,4.8592750,+44d01m39.35s,44.0275965,329.0360000
Qatar-5 b,Qatar-5,1,Transit,2.87923190,0.041270,12.408,1373.02560,669.00,1415,5747.00,1.08,1.13,00h28m12.94s,7.0539375,+42d03m40.84s,42.0613451,367.6580000
Qatar-6 b,Qatar-6,2,Transit,3.50619500,0.042300,11.904,212.31044,,1006,5052.00,0.72,0.82,14h48m50.42s,222.2100773,+22d09m09.41s,22.1526136,100.8480000
Qatar-7 b,Qatar-7,1,Transit,2.03204600,0.035200,19.055,597.52040,,2053,6387.00,1.56,1.41,23h54m03.63s,358.5151344,+37d01m18.57s,37.0218242,705.9810000
Qatar-8 b,Qatar-8,1,Transit,3.71495000,0.047400,14.404,117.91493,,1457,5738.00,1.31,1.03,10h29m38.96s,157.4123405,+70d31m37.50s,70.5270835,281.4980000
Qatar-9 b,Qatar-9,1,Transit,1.54073100,0.023400,11.310,378.21770,,1134,4309.00,0.70,0.72,10h42m59.54s,160.7480950,+60d57m50.83s,60.9641194,213.7710000
ROXs 12 b,ROXs 12,2,Imaging,,210.000000,12.200,5085.00000,,,3850.00,1.07,0.87,16h26m28.03s,246.6167993,-25d26m48.10s,-25.4466950,136.6500000
ROXs 42 B b,ROXs 42 B,2,Imaging,,157.000000,12.500,2860.00000,,1975,3433.00,1.34,1.00,16h31m15.01s,247.8125493,-24d32m44.08s,-24.5455770,143.5900000
RR Cae b,RR Cae,2,Eclipse Timing Variations,4343.50000000,5.300000,13.000,1334.88600,,,3904.00,0.19,0.44,04h21m05.61s,65.2733756,-48d39m15.34s,-48.6542601,21.1916000
Ross 128 b,Ross 128,1,Radial Velocity,9.86580000,0.049600,1.110,1.40000,1.38,301,3192.00,0.20,0.17,11h47m45.02s,176.9376036,+00d47m57.44s,0.7992898,3.3745400
Ross 458 c,Ross 458,2,Imaging,,1100.000000,14.011,1906.98000,,,3646.00,0.56,0.56,13h00m45.89s,195.1912147,+12d22m32.16s,12.3755996,11.5094000
SR 12 AB c,SR 12 AB,2,Imaging,,,12.300,4131.62000,,,3828.93,1.10,,16h27m19.50s,246.8312363,-24d41m40.81s,-24.6946687,112.3172158
SWEEPS-11 b,SWEEPS-11,1,Transit,1.79600000,0.030000,12.666,3082.82000,,,,1.45,1.10,17h59m02.00s,269.7583333,-29d11m53.5s,-29.1981944,8500.0000000
SWEEPS-4 b,SWEEPS-4,1,Transit,4.20000000,0.055000,9.079,1207.70000,,,,1.18,1.24,17h58m53.92s,269.7246667,-29d11m20.6s,-29.1890556,8500.0000000
TAP 26 b,TAP 26,1,Radial Velocity,10.79000000,0.096800,13.500,527.59780,,,4620.00,1.17,1.04,04h18m51.71s,64.7154450,+17d23m16.38s,17.3878826,121.4020000
TCP J05074264+2447555 b,TCP J05074264+2447555,1,Microlensing,,0.500000,2.990,9.20000,,,5805.00,1.42,0.25,05h07m42.64s,76.9276657,+24d47m55.5s,24.7987499,380.0000000
TIC 237913194 b,TIC 237913194,1,Transit,15.16886500,0.120700,12.520,617.22586,8.09,974,5788.00,1.09,1.03,01h29m46.99s,22.4458116,-60d44m23.67s,-60.7399096,306.0630000
TOI-1130 b,TOI-1130,1,Transit,4.06649900,0.043940,3.650,12.90000,48.04,810,4250.00,0.69,0.68,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609000
